#   Step          Temp          Press          PotEng         KinEng         TotEng         E_pair    
    284000   1.0064701      0.9763932      15.951615      1.5095542      17.461169     -4.650654     
    285000   1.0079116      1.1898713      15.948568      1.5117163      17.460284     -4.6512808    
    286000   1.000465       1.0694876      15.953257      1.5005474      17.453805     -4.6472242    
    287000   0.99144556     0.79357237     15.96108       1.4870196      17.4481       -4.6357787    
    288000   0.99872731     0.89765127     15.948634      1.4979412      17.446575     -4.6477879    
    289000   1.0014717      0.9350312      15.943191      1.5020573      17.445248     -4.6414371    
    290000   0.99781323     1.0664208      15.944588      1.4965702      17.441158     -4.6454537    
    291000   0.9988065      1.2324318      15.942467      1.4980599      17.440527     -4.6513034    
    292000   1.0051579      1.0307368      15.927329      1.507586       17.434915     -4.6496339    
    293000   1.0059786      0.9618812      15.923615      1.508817       17.432432     -4.6532191    
    294000   1.0054075      0.85637697     15.922755      1.5079605      17.430715     -4.6662262    
    295000   1.00571        1.1606881      15.920138      1.5084142      17.428553     -4.6771969    
    296000   1.006674       0.85436287     15.915859      1.50986        17.425719     -4.6756456    
    297000   0.99530512     0.92024272     15.927685      1.4928084      17.420493     -4.6624382    
    298000   0.99480148     0.96254725     15.92491       1.492053       17.416963     -4.6782605    
    299000   0.98778906     0.96119381     15.932351      1.4815354      17.413886     -4.6564428    
    300000   1.0058682      0.8718503      15.903948      1.5086514      17.412599     -4.6787525    
    301000   0.9882827      0.95075423     15.927412      1.4822758      17.409688     -4.6660848    
    302000   1.0108072      0.91594218     15.891946      1.5160593      17.408005     -4.6842786    
    303000   0.98696153     0.95918932     15.923494      1.4802943      17.403789     -4.6661558    
    304000   0.98478153     1.018704       15.924897      1.4770246      17.401922     -4.6694332    
    305000   1.0087802      0.81976316     15.886903      1.513019       17.399922     -4.6865721    
    306000   0.98811595     0.92603493     15.915576      1.4820257      17.397601     -4.6764908    
    307000   0.99473954     1.0562751      15.905541      1.4919601      17.397502     -4.6770198    
    308000   0.98357618     1.0314362      15.920679      1.4752167      17.395896     -4.6709264    
    309000   0.99219503     0.9117406      15.907202      1.4881437      17.395345     -4.6902481    
    310000   0.97722206     0.89098161     15.926603      1.4656865      17.392289     -4.6649202    
    311000   0.97831087     0.90605588     15.92361       1.4673196      17.390929     -4.6695095    
    312000   0.99218274     1.1440874      15.907632      1.4881253      17.395757     -4.6875319    
    313000   0.97971028     1.0367739      15.922481      1.4694185      17.3919       -4.657508     
    314000   0.98567258     0.96711388     15.914803      1.478361       17.393164     -4.6746367    
    315000   0.99050591     0.85710749     15.909026      1.4856103      17.394636     -4.688612     
    316000   0.98611128     0.93895213     15.915719      1.479019       17.394738     -4.6692203    
    317000   0.98219735     1.2262382      15.92481       1.4731487      17.397959     -4.6723335    
    318000   0.99417125     1.302393       15.90958       1.4911077      17.400687     -4.674531     
    319000   0.99023998     1.1425533      15.917442      1.4852114      17.402653     -4.6742163    
    320000   0.98997511     1.0813185      15.917924      1.4848142      17.402738     -4.6675525    
    321000   0.98735659     0.76985707     15.920686      1.4808868      17.401572     -4.6539971    
    322000   1.000204       0.95128249     15.907716      1.500156       17.407872     -4.6767136    
    323000   0.9903432      1.1690632      15.925966      1.4853663      17.411332     -4.6736331    
    324000   0.99125316     1.1401861      15.927045      1.4867311      17.413776     -4.6671935    
    325000   0.99406677     0.93028916     15.92457       1.490951       17.415521     -4.6659221    
    326000   1.0029565      0.87063904     15.912844      1.5042843      17.417128     -4.677946     
    327000   1.0162912      1.160264       15.901616      1.5242843      17.425901     -4.6895298    
    328000   0.99543679     0.81987197     15.930816      1.4930059      17.423822     -4.6567691    
    329000   1.0085296      1.0237993      15.915832      1.5126431      17.428475     -4.6665327    
